Artist,Streams,Daily,As lead,Solo,As feature
Vybz Kartel,916.0,0.444,663.4,518.1,252.7
Ronan Keating,915.6,0.368,898.1,831.4,17.5
FRENSHIP,914.6,0.11,885.5,214.2,29.1
Alabama,914.3,0.507,886.6,877.3,27.7
Blue Ãyster Cult,914.1,0.447,914.1,913.9,
Grupo Arriesgado,913.6,1.018,741.2,650.2,172.3
Eddie Vedder,911.9,0.379,872.9,823.7,39.1
Sachet Tandon,910.9,2.445,854.0,57.6,56.9
Loyle Carner,910.7,0.546,705.2,324.0,205.5
Dj Guuga,910.5,0.331,788.6,188.3,122.0
Tritonal,908.9,0.113,720.7,92.1,188.2
Black Veil Brides,908.5,0.402,908.5,904.8,
TREASURE,908.5,1.321,908.5,905.9,
SiR,908.0,0.477,763.0,399.5,145.0
Josman,907.8,0.979,853.6,769.0,54.2
David Kushner,907.3,3.631,907.3,907.3,
Seven Lions,907.2,0.268,756.6,55.9,150.6
Vishal Mishra,907.1,2.946,651.3,418.9,255.8
Binomio de Oro de AmÃ©rica,906.8,0.874,857.9,850.2,48.8
Javed Ali,906.3,1.532,386.4,291.5,519.8
Å»abson,906.0,0.534,624.4,247.5,281.6
RomÃ©o Elvis,905.3,0.216,504.8,248.6,400.5
Dopamine,905.3,0.394,1.6,0.5,903.6
Mahalia,905.1,0.519,750.6,479.9,154.5
Charly Black,904.4,0.35,808.0,376.1,96.4
Teyana Taylor,903.9,0.355,773.7,461.1,130.2
Pyotr Ilyich Tchaikovsky,903.4,0.425,894.8,,8.6
Nitro,903.4,0.27,465.8,340.8,437.6
Maty Noyes,903.2,0.066,225.6,216.7,677.6
Gurinder Gill,902.5,1.412,112.6,17.3,789.9
Hotel Ugly,902.0,2.763,902.0,902.0,
KIDS SEE GHOSTS,901.9,0.275,901.9,467.7,
Djavan,901.8,0.628,833.4,808.3,68.4
ArrDee,900.5,0.501,469.5,364.1,430.9
Montell Fish,900.4,2.005,849.1,819.0,51.3
Maisie Peters,900.2,0.693,895.2,829.7,5.0
ECKO,900.0,0.572,274.4,97.0,625.6
JoÃ£o Gilberto,899.6,0.522,511.0,496.7,388.6
SoMo,899.3,0.173,892.4,852.7,6.8
Toro y Moi,899.3,0.339,610.1,564.4,289.2
Walker Hayes,898.7,0.624,857.3,801.8,41.3
MoStack,898.6,0.219,301.6,196.1,597.1
Mufasa & Hypeman,898.6,0.374,20.9,0.1,877.7
Massimo Pericolo,897.9,0.329,485.1,,412.8
Konshens,897.6,0.54,263.3,147.0,634.3
Girls' Generation,897.4,0.545,897.4,891.9,
Future Islands,897.4,0.348,646.3,620.6,251.0
jxdn,897.3,0.394,715.0,638.0,182.3
El Guincho,897.0,0.295,22.1,20.3,874.9
Gloria Estefan,896.5,0.468,826.7,506.3,69.9
Timal,896.5,0.397,728.4,497.9,168.1
Seu Jorge,896.0,0.557,580.8,499.2,315.2
RÃ¶yksopp,895.6,0.317,863.6,615.8,32.0
We The Kings,894.2,0.245,866.0,524.0,28.2
Ace of Base,893.9,0.612,893.1,882.4,0.8
Jamby El Favo,893.7,0.729,416.7,253.4,476.9
Lauren Spencer Smith,893.6,1.485,893.6,874.1,
Tz da Coronel,893.4,1.775,488.4,1.5,404.9
Yebba,892.6,0.717,175.4,137.6,717.1
Ajaxx,892.4,1.606,,,892.4
DannyLux,892.2,1.949,331.3,319.3,560.9
Benny Dayal,891.1,1.584,325.3,43.6,565.8
Cherish,891.0,0.566,134.3,39.3,756.8
Antonio Vivaldi,890.9,0.599,890.9,,
Jota Quest,889.9,0.488,883.8,733.7,6.0
Pol Granch,888.8,0.716,261.6,236.6,627.2
Alida,888.0,0.345,10.6,10.4,877.4
JosÃ© Luis Perales,887.9,0.685,841.8,832.1,46.1
Aldo Trujillo,887.8,0.781,870.8,579.7,16.9
Pretenders,887.5,0.43,886.8,885.5,0.8
Carl Brave,886.5,0.244,616.2,199.5,270.3
Scarlxrd,886.3,0.549,662.3,654.3,224.0
311,885.7,0.442,882.2,879.3,3.5
Meat Loaf,885.4,0.416,884.7,826.3,0.7
Huey Lewis & The News,885.3,0.495,885.3,885.3,
Fenix Flexin,884.7,0.48,40.3,29.7,844.4
Queen Naija,884.6,0.289,649.4,543.5,235.2
Marisela,884.5,1.089,867.8,865.3,16.7
Los Caligaris,884.5,0.416,799.2,646.9,85.3
Ben Harper,883.6,0.35,653.9,534.9,229.7
Misfits,883.4,0.558,883.4,725.2,
Marteria,882.1,0.311,767.1,400.6,115.0
reezy,882.1,1.162,644.1,408.9,238.0
Against The Current,882.1,0.46,361.9,323.0,520.2
Jamie xx,882.0,0.259,723.8,314.4,158.2
The Used,881.8,0.423,769.7,756.5,112.0
Timbiriche,881.7,0.502,879.7,878.4,1.9
Idina Menzel,881.4,0.249,284.4,101.2,597.1
George Benson,881.2,0.552,729.8,699.5,151.3
Natalie Cole,880.8,0.447,835.7,674.6,45.1
Buena Vista Social Club,880.8,0.441,880.8,770.4,
Sarcastic Sounds,880.6,0.35,398.3,289.0,482.2
SHAED,880.3,0.262,867.7,272.3,12.5
Mithoon,880.2,1.312,538.6,23.3,341.6
Kenny Beats,879.5,0.447,69.8,69.8,809.7
Mr.Kitty,879.2,0.939,875.5,875.1,3.7
Eddie Santiago,878.8,0.844,863.4,863.4,15.4
Los Pericos,878.6,0.435,871.5,550.5,7.0
A-Trak,878.4,0.38,190.2,0.7,688.2
Paula Fernandes,877.9,0.441,628.0,268.1,249.9
Dalmata,877.4,0.576,190.3,115.1,687.2
ACRAZE,877.4,0.696,829.4,22.0,48.1
Laylow,877.0,0.554,714.7,473.5,162.4
Poison,876.7,0.469,876.7,876.7,
Lars WinnerbÃ¤ck,876.5,0.004,851.3,773.2,25.2
The Ronettes,876.4,0.266,876.3,874.8,0.1
ILOVEMAKONNEN,876.0,0.152,357.7,102.1,518.3
Supernova Ent,876.0,3.859,30.2,,845.8
NGHTMRE,876.0,0.29,455.6,28.5,420.3
Danny Brown,875.9,0.471,483.6,350.0,392.3
Little Sis Nora,875.6,0.306,59.2,53.3,816.5
PSY,875.6,0.517,874.6,502.2,1.0
D'Angelo,874.1,0.285,678.3,666.2,195.9
Marcynho SensaÃ§Ã£o,873.1,0.233,169.1,138.3,704.0
AndrÃ©s Cepeda,872.8,0.584,765.4,475.4,107.3
Rhye,872.4,0.332,802.3,639.9,70.1
Local Natives,871.9,0.24,867.2,797.6,4.7
Lizzy McAlpine,871.6,1.512,826.9,733.9,44.7
JosÃ© Feliciano,871.2,0.221,813.1,741.7,58.0
Paty CantÃº,870.9,0.458,747.4,499.2,123.6
Lulu Santos,870.8,0.587,687.4,671.1,183.4
MÃ½a,870.7,0.381,222.2,172.8,648.4
Enjambre,870.5,0.657,868.9,839.7,1.5
Nathan Evans,870.4,0.505,842.0,400.2,28.4
Bankrol Hayden,870.4,0.319,824.4,523.3,45.9
Rob $tone,870.3,0.255,870.3,16.2,
Brennan Heart,870.2,0.374,569.4,96.5,300.8
Flux Pavilion,869.8,0.16,549.5,254.5,320.3
Unknown Mortal Orchestra,869.4,0.349,733.5,730.1,135.9
Digga D,869.0,0.581,756.8,470.4,112.2
Don Henley,868.9,0.459,825.9,814.2,43.0
Metronomy,868.8,0.416,856.6,787.6,12.2
Thin Lizzy,868.8,0.397,868.4,782.9,0.4
Dvicio,868.6,0.167,827.0,439.2,41.6
Bobby Shmurda,868.5,0.216,630.3,573.2,238.2
In This Moment,868.0,0.006,859.6,779.5,8.4
FIFTY FIFTY,867.7,2.718,867.7,840.0,
Bowling For Soup,867.6,0.339,867.6,863.4,
Frankie Valli & The Four Seasons,867.4,0.449,867.4,867.4,
GoonRock,867.2,0.71,,,867.2
RÃ©gulo Caro,867.1,0.297,782.2,708.4,84.8
FiNCH,866.8,1.047,668.8,338.1,198.0
Within Temptation,864.9,0.447,851.1,649.7,13.8
The Internet,864.7,0.332,847.2,523.7,17.5
Rixton,864.7,0.339,861.7,860.7,3.0
Caloncho,863.5,0.529,728.2,643.9,135.4
Leslie Grace,863.4,0.142,518.0,63.7,345.5
Benjamin Ingrosso,863.2,0.551,662.2,517.4,201.0
Above & Beyond,863.1,0.249,849.9,325.4,13.2
Frankie Ruiz,862.8,0.906,862.8,862.1,
M Huncho,862.5,0.359,569.1,363.1,293.4
Pixote,862.4,0.652,767.1,724.0,95.3
HIRAIDAI,862.1,0.567,862.1,847.7,
Nicky Youre,861.8,1.182,861.8,70.3,
Sarah McLachlan,861.4,0.357,691.6,675.2,169.8
Mark Knopfler,861.0,0.368,802.7,694.5,58.3
Vulgo FK,860.8,3.561,370.2,14.9,490.6
Ryan Adams,860.6,0.171,860.6,860.6,
LOONA,860.6,0.274,860.6,837.6,
Chaka Khan,860.5,0.419,451.5,430.2,409.0
Bad Religion,860.2,0.412,860.2,860.2,
Parokya Ni Edgar,860.1,0.6,860.1,736.2,
Milo j,859.1,3.632,395.3,375.5,463.8
Paky,858.9,0.593,540.9,281.2,318.0
Miss Li,858.4,0.416,583.1,565.2,275.3
Blasterjaxx,858.4,0.387,672.6,251.0,185.8
Phillip Phillips,858.4,0.385,838.4,838.0,20.0
Lil Jon & The East Side Boyz,858.0,0.481,769.5,25.3,88.6
Claude Debussy,857.2,0.576,854.6,,2.5
The Cinematic Orchestra,856.8,0.491,856.3,178.8,0.5
Alex Ubago,856.6,0.673,815.8,581.8,40.8
Mos Def,856.4,0.402,493.3,467.1,363.2
"Crosby, Stills, Nash & Young",855.7,0.374,855.7,855.1,
Mc Poze do Rodo,855.6,1.203,510.8,32.2,344.8
Ace Hood,855.5,0.226,751.9,410.3,103.6
Hurts,854.8,0.282,352.8,323.2,502.0
G.E.M.,854.4,0.474,790.8,769.2,63.6
Agnes Obel,853.6,0.244,853.6,852.1,
Freya Ridings,853.4,0.346,813.7,766.7,39.8
Monica,853.3,0.422,579.1,507.7,274.2
Jagged Edge,853.3,0.39,596.1,312.0,257.2
Dax,853.3,0.777,766.4,661.6,86.9
Peter Gabriel,852.8,0.555,830.0,810.3,22.8
SHINee,852.6,0.665,851.1,850.6,1.5
The Red Jumpsuit Apparatus,851.7,0.489,851.7,851.7,
DVRST,851.6,1.031,848.8,731.3,2.9
Aphex Twin,851.1,0.636,850.7,837.0,0.4
Culture Club,850.1,0.517,838.3,835.9,11.9
The Magician,850.1,0.366,291.5,54.3,558.6
Nea,849.8,0.185,684.3,273.0,165.5
Carole King,849.7,0.395,846.6,799.6,3.1
Elisa,849.5,0.328,563.1,383.8,286.4
Hornet La Frappe,849.5,0.26,652.6,413.7,196.9
VINAI,849.4,0.769,621.8,66.3,227.6
Natalia JimÃ©nez,849.0,0.401,544.0,378.0,305.0
Cem Adrian,848.8,0.649,694.9,337.5,153.9
Los Angeles De Charly,848.3,0.66,848.3,848.3,
Eiffel 65,847.6,0.405,767.4,56.5,80.2
The Outfield,847.5,0.746,844.3,844.3,3.2
Puddle Of Mudd,847.4,0.446,847.4,847.4,
Mako,847.3,0.283,362.6,217.4,484.7
Escape the Fate,846.9,0.431,842.5,821.7,4.4
Fleurie,846.9,0.349,262.5,85.7,584.3
Bombay Bicycle Club,846.2,0.247,846.2,793.9,
Alter Bridge,845.3,0.355,845.3,825.9,
Rashmi Virag,844.8,1.198,,,844.8
Los Caminantes,844.7,0.727,844.7,842.8,
Vengaboys,844.1,0.487,804.5,800.0,39.6
Marco Borsato,843.2,0.165,825.6,492.3,17.6
Sixpence None The Richer,842.6,0.587,842.6,842.6,
P.O.D.,842.4,0.395,829.2,820.3,13.2
Hiphop Tamizha,841.9,1.496,775.2,177.9,66.8
Alvaro Diaz,841.9,1.215,575.5,156.7,266.4
Luccas Carlos,841.6,0.6,202.3,85.8,639.3
Diego Torres,841.0,0.413,774.8,542.2,66.3
Julie Bergan,840.7,0.177,307.5,249.2,533.2
Baby Bash,840.5,0.369,763.4,13.2,77.1
Armandinho,840.1,0.479,788.1,758.6,51.9
GIULIA BE,839.9,0.51,759.2,685.1,80.7
Chase & Status,839.6,1.081,791.7,99.4,47.9
Jet,839.5,0.44,826.9,818.0,12.5
187 Strassenbande,839.0,0.304,806.7,41.1,32.4
Christopher,838.8,0.505,641.3,493.9,197.5
Antonio Orozco,838.6,0.278,585.3,437.8,253.4
Guy Sebastian,838.3,0.25,825.5,421.2,12.8
Frankie Valli,837.4,0.522,820.6,820.4,16.8
Shirin David,837.2,0.239,638.2,543.2,199.0
Frah Quintale,837.1,0.779,631.4,537.2,205.7
Tommee Profitt,836.9,0.468,833.7,11.7,3.2
RenÃ©e Elise Goldsberry,836.6,0.297,561.4,,275.2
Gilberto Gil,836.5,0.439,561.1,467.6,275.4
RL Grime,836.0,0.323,687.0,93.1,149.0
dodie,834.0,0.249,798.4,747.4,35.7
Banda Carnaval,834.0,0.318,777.8,749.8,56.2
3robi,833.8,0.323,185.0,98.8,648.8
4 Non Blondes,833.5,0.553,833.5,832.6,
Alexandre Desplat,833.3,0.278,833.1,560.2,0.2
Jack Stauber,833.2,0.331,833.2,833.2,
Nessa Barrett,832.9,0.938,832.9,643.5,
Ben Rector,832.9,0.29,828.8,795.1,4.1
Nils Frahm,832.8,0.217,710.0,694.9,122.8
Charlie Wilson,832.8,0.35,186.2,157.6,646.6
JubÃ«l,832.8,0.521,827.0,282.4,5.8
Ahmet Kaya,832.5,0.59,795.0,791.2,37.5
El Bebeto,832.0,0.446,788.5,781.8,43.5
JosÃ© Alfredo Jimenez,831.9,0.574,821.0,756.3,10.9
Miel San Marcos,831.6,0.581,792.2,419.6,39.4
Amit Trivedi,831.2,1.083,723.9,76.4,107.3
Blood Orange,831.1,0.391,749.9,595.9,81.2
MC G15,830.7,0.294,416.6,230.8,414.1
Michael Schulte,830.3,0.67,784.3,745.5,46.0
Q-Tip,830.2,0.266,133.3,99.8,696.8
MisterWives,830.1,0.171,803.8,781.5,26.3
Mula B,829.2,0.222,333.7,194.6,495.5
Yung Hurn,828.5,0.406,611.0,476.6,217.5
Engenheiros Do Hawaii,828.4,0.5,828.4,806.6,
Tierry,827.4,0.465,673.2,461.9,154.2
PA Sports,827.3,0.294,557.6,211.3,269.6
Los Prisioneros,826.1,0.529,826.1,826.1,
Lovejoy,825.8,0.927,825.8,825.8,
City and Colour,824.9,0.234,824.9,824.9,
Jesse McCartney,823.8,0.249,823.8,789.7,
Gigolo Y La Exce,823.7,0.321,476.9,61.3,346.8
Kirk Franklin,823.6,0.401,576.9,413.3,246.7
Hindia,823.4,1.832,802.0,662.0,21.5
Sueco,823.3,0.448,669.3,523.8,154.0
Szpaku,823.3,0.77,398.1,107.9,425.1
Perry Como,823.1,0.169,822.6,485.4,0.5
Santhosh Narayanan,822.9,1.509,740.1,99.6,82.8
LCD Soundsystem,822.8,0.222,822.8,815.6,
DEV,822.3,0.346,149.1,84.6,673.2
Niro,821.9,0.486,728.7,500.5,93.2
Brandi Carlile,821.6,0.925,615.4,530.5,206.2
The Pointer Sisters,821.5,0.444,821.0,821.0,0.5
The Glitch Mob,821.1,0.276,425.1,300.4,395.9
Teoman,821.0,0.561,777.2,740.9,43.8
Krept & Konan,821.0,0.187,601.6,184.6,219.4
Bloodhound Gang,820.4,0.366,820.4,812.1,
Callejeros,820.1,0.424,820.1,820.1,
Nora En Pure,819.8,0.365,743.2,645.8,76.6
LL COOL J,819.7,0.416,780.7,380.9,39.0
Jeff Buckley,819.6,0.463,819.6,813.2,
SAYGRACE,819.4,0.17,779.1,242.4,40.3
Justin Hurwitz,819.4,0.413,819.4,759.4,
NOFX,819.0,0.366,818.6,814.0,0.4
The Roots,819.0,0.269,726.7,184.1,92.3
Dhanush,818.7,1.177,217.5,5.5,601.2
Chord Overstreet,818.6,0.503,818.6,791.5,
Trap Capos,817.9,0.724,557.4,,260.5
Remy Ma,817.9,0.197,86.2,55.8,731.7
"Royce Da 5'9""",817.7,0.145,248.7,85.8,569.0
Dhvani Bhanushali,817.6,0.843,252.6,15.7,565.0
Rei,817.5,0.585,432.9,58.0,384.6
The War On Drugs,817.4,0.283,815.1,790.3,2.3
Ãneheart,817.3,2.393,799.2,200.6,18.1
salvia palth,816.8,2.244,816.8,816.8,
PVRIS,816.8,0.415,626.2,600.9,190.5
Shallou,816.7,0.251,650.9,298.0,165.9
Krono,816.7,0.358,18.3,0.4,798.4
Rondodasosa,816.5,0.58,389.7,71.9,426.8
Gojira,816.4,0.533,815.0,815.0,1.4
Hayden James,816.3,0.26,795.1,242.5,21.3
RY X,816.3,0.361,738.6,665.4,77.7
B.B. King,816.1,0.324,606.3,393.9,209.8
Lefty Sm,815.4,3.98,676.6,249.3,138.9
Alexander 23,815.2,0.326,718.6,685.1,96.5
SDM,814.9,1.459,632.7,373.9,182.2
Luh Kel,814.9,0.192,635.3,558.0,179.6
Styles Of Beyond,814.9,0.055,68.3,14.7,746.6
RaÃ§a Negra,814.5,0.572,801.1,592.6,13.4
Gang Starr,814.3,0.492,814.3,584.7,
Nagalli,814.1,2.421,15.1,,799.0
DaniLeigh,813.9,0.243,777.7,287.3,36.2
Coyote Beatz,813.7,0.642,7.5,,806.2
Jackson Browne,813.0,0.371,792.5,784.5,20.5
Tiara Andini,812.9,1.884,697.9,612.5,115.0
ARASHI,812.8,0.418,812.8,806.5,
Yung Joc,811.1,0.38,170.6,17.9,640.4
MercyMe,811.0,0.452,807.8,791.8,3.1
Die Toten Hosen,810.5,0.458,804.9,795.4,5.7
Kraantje Pappie,810.1,0.364,381.4,175.8,428.8
Karthik,810.0,1.542,363.0,146.6,446.9
GAMPER & DADONI,809.5,0.857,713.2,213.4,96.3
The Monkees,809.5,0.437,809.5,809.3,
Lloyd Banks,809.1,0.345,408.2,189.3,400.9
Skip Marley,809.0,0.247,173.6,53.5,635.4
A Touch Of Class,808.9,0.428,179.2,3.0,629.7
Alan Menken,808.8,0.462,606.7,112.7,202.1
Aaron Smith,808.4,0.356,808.4,,
Faith No More,808.4,0.398,805.4,803.5,3.0
Steppenwolf,808.4,0.417,807.6,803.7,0.7
Caravan Palace,807.8,0.254,797.9,762.3,9.9
Extremoduro,807.5,0.382,807.5,801.2,
Of Mice & Men,806.0,0.286,799.6,795.4,6.4
Bladee,806.0,0.606,671.0,433.3,135.0
Bigflo & Oli,805.9,0.438,754.8,557.2,51.1
Young T & Bugsey,805.5,0.175,634.3,105.1,171.2
Flatbush Zombies,805.1,0.16,603.3,403.2,201.8
Madeon,805.0,0.168,564.3,302.0,240.7
Bagua Records,804.6,0.436,6.9,,797.7
Amaal Mallik,804.5,1.028,480.0,14.3,324.5
Yung Pinch,804.4,0.103,628.6,459.2,175.8
Bhavi,804.4,0.738,463.2,90.3,341.1
BjÃ¶rk,804.1,0.453,792.2,715.4,11.9
Ben Platt,804.0,0.246,797.7,545.5,6.3
Klangkarussell,804.0,0.427,798.6,380.3,5.4
Calboy,803.6,0.187,719.5,560.2,84.1
The Bangles,803.5,0.462,803.5,803.5,
Luis Alfonso Partida El Yaki,803.4,0.519,389.9,181.2,413.5
BÃ¶hse Onkelz,803.3,0.52,803.3,802.6,
Harry Nach,803.2,0.459,547.3,353.1,255.9
Piâerre Bourne,803.2,0.445,536.6,361.9,266.6
The Proclaimers,803.0,0.518,803.0,802.6,
Ruelle,802.8,0.384,656.0,620.9,146.8
Lata Mangeshkar,802.6,1.59,493.4,170.4,309.1
Don Patricio,801.9,0.187,572.1,194.6,229.7
Ayo & Teo,801.5,0.243,796.4,757.7,5.1
Bloc Party,801.3,0.314,801.3,799.0,
KVSH,800.8,0.503,587.0,15.3,213.8
CORBAL,800.4,0.842,291.8,,508.6
JoÃ£o Bosco & Vinicius,800.3,0.514,699.1,436.5,101.2
StaySolidRocky,799.7,0.278,795.6,662.9,4.1
Victoria MonÃ©t,799.5,1.187,512.3,375.7,287.3
Gibbs,799.4,0.965,244.8,97.4,554.7
Kukon,799.1,1.254,678.2,267.4,120.9
Uncle Kracker,798.6,0.392,676.1,672.9,122.5
Gabby Barrett,798.1,0.606,782.7,691.3,15.4
Arthur Nery,797.5,0.873,728.5,635.6,69.0
Mark Morrison,797.5,0.426,384.8,371.5,412.7
Georgia Ku,797.3,0.284,19.9,15.1,777.3
Dinos,796.6,0.502,720.7,459.8,75.9
Zak Abel,796.5,0.178,265.6,209.2,530.9
Boomdabash,796.5,0.629,638.5,238.8,158.0
DEAN,796.2,0.33,621.4,244.8,174.8
Reynmen,796.1,0.709,553.2,449.6,242.9
Wall Hein,795.1,2.783,1.1,,794.1
Marc SeguÃ­,795.0,0.798,756.1,96.2,38.9
Reyli Barba,794.9,0.505,763.3,606.5,31.5
Andre Hazes,794.5,0.338,777.8,729.2,16.6
Vini Vici,794.4,0.494,184.4,54.3,610.0
ZAAC,794.2,0.223,396.0,67.1,398.2
Exaltasamba,793.7,0.568,793.4,762.0,0.4
Toosii,793.2,1.087,717.2,591.8,76.0
Charlotte Lawrence,793.0,0.243,619.0,549.8,174.0
Stunna 4 Vegas,792.6,0.344,308.9,56.8,483.7
Baby Tate,792.3,0.852,312.9,191.5,479.3
Amaranthe,792.0,0.293,792.0,761.2,
Los Bunkers,791.9,0.53,791.9,783.3,
Fedde Le Grand,791.8,0.741,458.6,261.2,333.2
Jone Quest,791.7,0.317,0.5,,791.2
Randy Travis,791.5,0.541,780.2,763.3,11.3
Luciano Pereyra,791.5,0.354,758.9,634.7,32.6
Vetusta Morla,790.7,0.299,784.7,745.0,6.0
Jackson Wang,790.5,0.502,565.7,436.5,224.8
Andy Mineo,790.5,0.255,688.3,321.3,102.1
Sidoka,790.2,0.353,681.6,485.5,108.6
IZAL,789.9,0.332,773.6,764.6,16.3
Justice,789.1,0.217,770.5,658.1,18.7
Unlike Pluto,789.0,0.356,760.3,384.9,28.7
The Drifters,788.7,0.361,782.9,748.1,5.9
El Jordan 23,788.6,1.893,588.5,236.1,200.1
Seeed,788.3,0.338,788.3,649.9,
dazy,788.2,0.959,,,788.2
Edgardo NuÃ±ez,787.9,1.794,398.1,304.4,389.8
Encanto - Cast,787.9,0.533,,,787.9
BIN,787.4,0.564,567.6,6.7,219.8
Gaullin,786.3,0.208,677.8,412.4,108.5
Eno,785.9,0.191,613.0,352.8,172.9
Migrantes,785.8,1.372,452.8,46.6,333.1
Mimi Webb,785.7,0.658,785.7,785.7,
Vanessa Hudgens,785.1,0.319,150.5,94.3,634.6
KREAM,784.4,0.238,562.5,79.4,221.9
Dave East,784.4,0.213,576.2,197.6,208.2
SB Maffija,784.3,0.962,778.8,1.6,5.5
Herencia de Patrones,783.8,0.902,635.3,444.6,148.4
Bhaskar,783.2,0.246,323.7,27.7,459.5
Yuri,782.9,0.349,692.1,447.0,90.8
dhruv,782.9,0.937,782.9,782.9,
Pk,782.8,0.419,524.7,15.7,258.2
ZÃ© Ramalho,782.8,0.509,486.1,449.1,296.6
N.E.R.D,782.6,0.186,781.6,240.7,0.9
Nathan Dawe,782.4,0.873,721.7,,60.6
Hayley Kiyoko,781.9,0.174,730.4,627.4,51.5
INTERWORLD,781.8,2.087,774.9,730.6,6.9
Josh Groban,781.1,0.22,751.4,571.7,29.7
GZA,781.1,0.519,318.3,104.1,462.8
Naiara Azevedo,781.0,0.521,681.9,272.5,99.0
Neo Pistea,781.0,0.38,257.2,57.1,523.8
Cami,780.8,0.272,505.9,446.1,275.0
Marama,780.2,0.344,740.7,521.5,39.4
Thaman S,780.0,1.3,649.3,46.1,130.7
Three 6 Mafia,779.9,0.591,659.1,393.1,120.8
Franglish,779.8,0.753,481.8,202.9,297.9
La Joaqui,779.7,1.359,313.1,24.6,466.7
LIZOT,779.4,0.481,504.8,47.5,274.6
Ummet Ozcan,779.1,0.762,348.8,144.1,430.4
La Roux,779.1,0.472,696.6,514.1,82.4
Count Basie,778.5,0.361,113.1,101.4,665.4
Amon Amarth,778.4,,778.4,771.4,
Chivv,778.2,0.258,247.1,48.2,531.0
Belo,778.2,1.033,509.2,454.9,268.9
Norlie & KKV,778.1,0.119,773.8,676.0,4.3
Banda Machos,777.6,0.62,772.8,768.4,4.9
Kiesza,777.5,0.152,463.7,423.3,313.8
t-low,777.4,0.613,550.2,365.4,227.2
Bonn,777.2,0.272,1.5,1.5,775.7
Dr. Dog,777.1,0.472,776.7,776.7,0.4
Tom Jones,776.9,0.587,744.5,578.4,32.5
JÃ³sean Log,776.9,0.825,729.4,729.4,47.5
Good Times Ahead,776.8,0.17,212.3,14.2,564.5
Zeynep BastÄ±k,776.8,0.644,560.7,433.1,216.1
Tom Waits,776.7,,773.3,769.9,3.3
Soft Cell,776.1,0.609,776.1,751.1,
Bassjackers,775.9,0.363,473.1,129.8,302.9
Kumaar,774.9,1.681,,,774.9
SIX60,774.7,0.22,612.3,612.0,162.4
Takagi & Ketra,774.6,0.891,522.8,28.9,251.8
Buddy,774.4,0.183,240.1,85.9,534.2
IZ*ONE,774.3,0.323,762.3,762.3,12.0
Alta Consigna,774.3,0.367,771.0,770.5,3.2
Mohombi,773.7,0.261,451.1,344.7,322.7
Marcus & Martinus,773.5,0.153,769.5,394.1,4.1
Enigma NorteÃ±o,773.3,0.405,644.4,360.8,129.0
Kurupt,773.3,0.359,142.3,35.7,631.0
Walk off the Earth,773.2,0.572,699.3,593.2,73.9
Dani MartÃ­n,773.1,0.203,584.8,463.3,188.3
Miike Snow,773.1,0.147,765.3,665.7,7.8
Harris & Ford,772.7,0.632,372.7,41.6,400.0
Pras,772.6,0.421,181.1,3.4,591.6
Otto Knows,772.5,0.359,684.0,479.3,88.5
BAEKHYUN,772.4,0.457,592.6,570.2,179.8
Wilbur Soot,772.2,0.32,772.2,772.2,
HÃ©ctor Lavoe,772.1,0.622,419.1,289.5,353.0
Jake Bugg,771.5,0.186,713.2,695.6,58.3
Colt Ford,771.4,0.315,577.6,267.7,193.8
Bahamas,771.1,0.273,771.1,766.0,
Berner,771.1,0.265,684.8,186.4,86.3
CHUNG HA,770.0,0.291,711.9,551.9,58.0
Aluna,769.8,0.463,218.5,41.2,551.3
Dark Polo Gang,769.6,0.195,716.7,462.0,52.8
Haddaway,769.5,0.619,750.8,748.6,18.7
Gregory Porter,768.8,0.234,622.3,449.6,146.6
Edward Maya,768.7,0.648,720.6,39.4,48.1
Young Buck,768.5,0.409,547.8,150.8,220.7
Styx,767.9,0.412,765.9,765.4,2.0
Molly SandÃ©n,767.9,0.136,704.7,623.2,63.1
Zeds Dead,767.6,0.329,639.3,60.7,128.3
Luar La L,767.3,1.213,441.1,372.9,326.2
Lali,766.9,0.402,437.1,292.9,329.8
Sachet-Parampara,766.5,1.94,113.9,28.7,652.6
Oki,766.5,0.733,574.7,38.9,191.8
Anna of the North,766.2,0.192,378.1,355.2,388.1
Luan Pereira,766.2,3.671,303.1,48.0,463.1
Tamia,765.8,0.36,706.8,436.9,59.0
Zhavia,765.4,0.176,158.7,151.5,606.7
Eraserheads,765.1,0.53,765.1,765.1,
Soso Maness,765.0,0.362,380.9,181.7,384.1
Redimi2,764.9,0.572,500.2,133.1,264.7
salem ilese,764.8,0.487,513.7,369.7,251.1
Wiley,764.8,0.164,525.5,152.1,239.3
Maelo Ruiz,764.6,0.623,734.3,734.3,30.3
Victor Leksell,764.6,0.489,596.7,537.2,167.8
Justin Jesso,764.2,0.111,167.7,62.3,596.5
You Me At Six,764.2,0.215,751.3,691.7,12.9
Chris Rea,764.1,0.265,761.8,761.8,2.3
Basshunter,764.1,0.395,762.7,581.3,1.4
Daniel Hope,764.1,0.754,,,764.1
MamboLosco,763.8,0.425,421.9,115.1,341.9
Belanova,763.4,1.602,758.2,752.6,5.2
Kranium,763.2,0.202,382.2,182.7,381.0
AndrÃ© 3000,762.5,0.417,3.2,3.2,759.3
Kishore Kumar,762.4,1.484,521.7,352.0,240.7
Richard Marx,762.2,0.457,760.5,741.6,1.7
Silent Sanctuary,762.2,0.476,760.0,703.5,2.2
